text,label,conceptual_level,note
a mine,GEONOUN,locale,geonouns; case_insensitive; curated
ski area,GEONOUN,locale,geonouns; case_insensitive; curated
ski areas,GEONOUN,locale,geonouns; case_insensitive; generated inflection
ski lodge,GEONOUN,locale,geonouns; case_insensitive; curated
ski lodges,GEONOUN,locale,geonouns; case_insensitive; generated inflection
ski resort,GEONOUN,locale,geonouns; case_insensitive; curated
ski resorts,GEONOUN,locale,geonouns; case_insensitive; generated inflection
ski slope,GEONOUN,locale,geonouns; case_insensitive; curated
ski slopes,GEONOUN,locale,geonouns; case_insensitive; generated inflection
skylight,GEONOUN,locale,geonouns; case_insensitive; curated
skylights,GEONOUN,locale,geonouns; case_insensitive; curated
skylightses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
skyscraper,GEONOUN,locale,geonouns; case_insensitive; curated
skyscrapers,GEONOUN,locale,geonouns; case_insensitive; curated
skyscraperses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
slash,GEONOUN,locale,geonouns; case_insensitive; curated
slashes,GEONOUN,locale,geonouns; case_insensitive; generated inflection
slates,GEONOUN,locale,geonouns; case_insensitive; curated
slateses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
slaughterhouse,GEONOUN,locale,geonouns; case_insensitive; curated
slaughterhouses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
slide,GEONOUN,locale,geonouns; case_insensitive; curated
slides,GEONOUN,locale,geonouns; case_insensitive; generated inflection
slope,GEONOUN,locale,geonouns; case_insensitive; curated
slopes,GEONOUN,locale,geonouns; case_insensitive; curated
slopeses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sluice,GEONOUN,locale,geonouns; case_insensitive; curated
sluices,GEONOUN,locale,geonouns; case_insensitive; generated inflection
slum,GEONOUN,locale,geonouns; case_insensitive; curated
slums,GEONOUN,locale,geonouns; case_insensitive; curated
slumses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
smokehouse,GEONOUN,locale,geonouns; case_insensitive; curated
smokehouses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
snake pit,GEONOUN,locale,geonouns; case_insensitive; curated
snake pits,GEONOUN,locale,geonouns; case_insensitive; generated inflection
snowfield,GEONOUN,locale,geonouns; case_insensitive; curated
snowfields,GEONOUN,locale,geonouns; case_insensitive; generated inflection
soccer field,GEONOUN,locale,geonouns; case_insensitive; curated
soccer fields,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sod house,GEONOUN,locale,geonouns; case_insensitive; curated
sod houses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
soddies,GEONOUN,locale,geonouns; case_insensitive; generated inflection
soddy,GEONOUN,locale,geonouns; case_insensitive; curated
soil,GEONOUN,locale,geonouns; case_insensitive; curated
soils,GEONOUN,locale,geonouns; case_insensitive; generated inflection
solar house,GEONOUN,locale,geonouns; case_insensitive; curated
solar houses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
solid ground,GEONOUN,locale,geonouns; case_insensitive; curated
solid grounds,GEONOUN,locale,geonouns; case_insensitive; generated inflection
south sea,GEONOUN,locale,geonouns; case_insensitive; curated
south sea islands,GEONOUN,locale,geonouns; case_insensitive; curated
south sea islandses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
south seas,GEONOUN,locale,geonouns; case_insensitive; generated inflection
spa,GEONOUN,locale,geonouns; case_insensitive; curated
space center,GEONOUN,locale,geonouns; case_insensitive; curated
space centers,GEONOUN,locale,geonouns; case_insensitive; generated inflection
spaghetti junction,GEONOUN,locale,geonouns; case_insensitive; curated
spaghetti junctions,GEONOUN,locale,geonouns; case_insensitive; generated inflection
spare,GEONOUN,locale,geonouns; case_insensitive; curated
spares,GEONOUN,locale,geonouns; case_insensitive; generated inflection
spas,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sphere,GEONOUN,locale,geonouns; case_insensitive; curated
sphere of influence,GEONOUN,locale,geonouns; case_insensitive; curated
sphere of influences,GEONOUN,locale,geonouns; case_insensitive; generated inflection
spheres,GEONOUN,locale,geonouns; case_insensitive; generated inflection
spillway,GEONOUN,locale,geonouns; case_insensitive; curated
spillways,GEONOUN,locale,geonouns; case_insensitive; generated inflection
spit,GEONOUN,locale,geonouns; case_insensitive; curated
spits,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sport facilities,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sport facility,GEONOUN,locale,geonouns; case_insensitive; curated
sporting house,GEONOUN,locale,geonouns; case_insensitive; curated
sporting houses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sports arena,GEONOUN,locale,geonouns; case_insensitive; curated
sports arenas,GEONOUN,locale,geonouns; case_insensitive; generated inflection
spot,GEONOUN,locale,geonouns; case_insensitive; curated
spots,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sprawl,GEONOUN,locale,geonouns; case_insensitive; curated
sprawls,GEONOUN,locale,geonouns; case_insensitive; generated inflection
spring,GEONOUN,locale,geonouns; case_insensitive; curated
springs,GEONOUN,locale,geonouns; case_insensitive; curated
springses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
spur,GEONOUN,locale,geonouns; case_insensitive; curated
spurs,GEONOUN,locale,geonouns; case_insensitive; curated
spurses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
squash court,GEONOUN,locale,geonouns; case_insensitive; curated
squash courts,GEONOUN,locale,geonouns; case_insensitive; generated inflection
squat,GEONOUN,locale,geonouns; case_insensitive; curated
squats,GEONOUN,locale,geonouns; case_insensitive; generated inflection
stable,GEONOUN,locale,geonouns; case_insensitive; curated
stables,GEONOUN,locale,geonouns; case_insensitive; generated inflection
stadium,GEONOUN,locale,geonouns; case_insensitive; curated
stadiums,GEONOUN,locale,geonouns; case_insensitive; generated inflection
stair,GEONOUN,locale,geonouns; case_insensitive; curated
stairs,GEONOUN,locale,geonouns; case_insensitive; generated inflection
stairway,GEONOUN,locale,geonouns; case_insensitive; curated
stairways,GEONOUN,locale,geonouns; case_insensitive; curated
stairwayses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
stairwell,GEONOUN,locale,geonouns; case_insensitive; curated
stairwells,GEONOUN,locale,geonouns; case_insensitive; curated
stairwellses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
stalls,GEONOUN,locale,geonouns; case_insensitive; curated
stallses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
stash house,GEONOUN,locale,geonouns; case_insensitive; curated
stash houses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
state,GEONOUN,locale,geonouns; case_insensitive; curated
state capital,GEONOUN,locale,geonouns; case_insensitive; curated
state capitals,GEONOUN,locale,geonouns; case_insensitive; generated inflection
State Exam Prep Centre,GEONOUN,locale,geonouns; case_insensitive; curated
state exam prep centres,GEONOUN,locale,geonouns; case_insensitive; generated inflection
statehouse,GEONOUN,locale,geonouns; case_insensitive; curated
statehouses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
stately home,GEONOUN,locale,geonouns; case_insensitive; curated
stately homes,GEONOUN,locale,geonouns; case_insensitive; generated inflection
states,GEONOUN,locale,geonouns; case_insensitive; generated inflection
station,GEONOUN,locale,geonouns; case_insensitive; curated
stations,GEONOUN,locale,geonouns; case_insensitive; generated inflection
steakhouse,GEONOUN,locale,geonouns; case_insensitive; curated
steakhouses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
steamer,GEONOUN,locale,geonouns; case_insensitive; curated
steamers,GEONOUN,locale,geonouns; case_insensitive; generated inflection
steep,GEONOUN,locale,geonouns; case_insensitive; curated
steeple,GEONOUN,locale,geonouns; case_insensitive; curated
steeples,GEONOUN,locale,geonouns; case_insensitive; curated
steepleses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
steeps,GEONOUN,locale,geonouns; case_insensitive; generated inflection
steppe,GEONOUN,locale,geonouns; case_insensitive; curated
steppes,GEONOUN,locale,geonouns; case_insensitive; generated inflection
steps,GEONOUN,locale,geonouns; case_insensitive; curated
stepses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
stickle,GEONOUN,locale,geonouns; case_insensitive; curated
stickles,GEONOUN,locale,geonouns; case_insensitive; generated inflection
stock route,GEONOUN,locale,geonouns; case_insensitive; curated
stock routes,GEONOUN,locale,geonouns; case_insensitive; generated inflection
stockroom,GEONOUN,locale,geonouns; case_insensitive; curated
stockrooms,GEONOUN,locale,geonouns; case_insensitive; generated inflection
stone,GEONOUN,locale,geonouns; case_insensitive; curated
stones,GEONOUN,locale,geonouns; case_insensitive; generated inflection
stonework,GEONOUN,locale,geonouns; case_insensitive; curated
stoneworks,GEONOUN,locale,geonouns; case_insensitive; curated
stoneworkses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
stony desert,GEONOUN,locale,geonouns; case_insensitive; curated
stony deserts,GEONOUN,locale,geonouns; case_insensitive; generated inflection
stopover,GEONOUN,locale,geonouns; case_insensitive; curated
stopovers,GEONOUN,locale,geonouns; case_insensitive; generated inflection
store,GEONOUN,locale,geonouns; case_insensitive; curated
storehouse,GEONOUN,locale,geonouns; case_insensitive; curated
storehouses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
storeroom,GEONOUN,locale,geonouns; case_insensitive; curated
storerooms,GEONOUN,locale,geonouns; case_insensitive; curated
storeroomses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
stores,GEONOUN,locale,geonouns; case_insensitive; generated inflection
strait,GEONOUN,locale,geonouns; case_insensitive; curated
straits,GEONOUN,locale,geonouns; case_insensitive; generated inflection
strand,GEONOUN,locale,geonouns; case_insensitive; curated
strands,GEONOUN,locale,geonouns; case_insensitive; generated inflection
stream,GEONOUN,locale,geonouns; case_insensitive; curated
stream bank,GEONOUN,locale,geonouns; case_insensitive; curated
stream banks,GEONOUN,locale,geonouns; case_insensitive; generated inflection
stream bend,GEONOUN,locale,geonouns; case_insensitive; curated
stream bends,GEONOUN,locale,geonouns; case_insensitive; generated inflection
stream mouth,GEONOUN,locale,geonouns; case_insensitive; curated
stream mouths,GEONOUN,locale,geonouns; case_insensitive; curated
stream mouthses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
streambed,GEONOUN,locale,geonouns; case_insensitive; curated
streambeds,GEONOUN,locale,geonouns; case_insensitive; generated inflection
streamlet,GEONOUN,locale,geonouns; case_insensitive; curated
streamlets,GEONOUN,locale,geonouns; case_insensitive; generated inflection
streams,GEONOUN,locale,geonouns; case_insensitive; curated
streamses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
street,GEONOUN,locale,geonouns; case_insensitive; curated
street corner,GEONOUN,locale,geonouns; case_insensitive; curated
street corners,GEONOUN,locale,geonouns; case_insensitive; generated inflection
streets,GEONOUN,locale,geonouns; case_insensitive; generated inflection
student center,GEONOUN,locale,geonouns; case_insensitive; curated
student centers,GEONOUN,locale,geonouns; case_insensitive; generated inflection
student residence,GEONOUN,locale,geonouns; case_insensitive; curated
student residences,GEONOUN,locale,geonouns; case_insensitive; generated inflection
student union,GEONOUN,locale,geonouns; case_insensitive; curated
student unions,GEONOUN,locale,geonouns; case_insensitive; generated inflection
stupa,GEONOUN,locale,geonouns; case_insensitive; curated
stupas,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sub-surface dam,GEONOUN,locale,geonouns; case_insensitive; curated
sub-surface dams,GEONOUN,locale,geonouns; case_insensitive; generated inflection
subcontinent,GEONOUN,locale,geonouns; case_insensitive; curated
subcontinents,GEONOUN,locale,geonouns; case_insensitive; generated inflection
subdivision,GEONOUN,locale,geonouns; case_insensitive; curated
subdivisions,GEONOUN,locale,geonouns; case_insensitive; generated inflection
subtopia,GEONOUN,locale,geonouns; case_insensitive; curated
subtopias,GEONOUN,locale,geonouns; case_insensitive; generated inflection
subtropics,GEONOUN,locale,geonouns; case_insensitive; curated
subtropicses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sudatories,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sudatorium,GEONOUN,locale,geonouns; case_insensitive; curated
sudatoriums,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sudatory,GEONOUN,locale,geonouns; case_insensitive; curated
sugar mill,GEONOUN,locale,geonouns; case_insensitive; curated
sugar mills,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sugar plantation,GEONOUN,locale,geonouns; case_insensitive; curated
sugar plantations,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sugar refineries,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sugar refinery,GEONOUN,locale,geonouns; case_insensitive; curated
suite,GEONOUN,locale,geonouns; case_insensitive; curated
suites,GEONOUN,locale,geonouns; case_insensitive; generated inflection
sulphur spring,GEONOUN,locale,geonouns; case_insensitive; curated
sulphur springs,GEONOUN,locale,geonouns; case_insensitive; curated
sulphur springses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
summer camp,GEONOUN,locale,geonouns; case_insensitive; curated
